name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,year
R.White,00-0023462,no,ATL,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,176,106,10,1,1,1306,1,3,0,0,0,0,3,2010
E.Weems,00-0024535,no,ATL,WR,,,,,,,,,,,,,,,,,,,,401,546,102,36,1,,,,,,,,,,,,,137,178,55,17,1,24,0,5,0,0,0,43,,,,,,,,2010
J.Peelle,00-0021227,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,8,0,0,0,82,,,,,,,,2010
M.Bryant,00-0020578,no,ATL,K,,,,,,,,,,,26,24,526,72,42,0,42,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Koenen,00-0023234,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,28,760,70,2834,,,,,,,,,,,,,,,,,,,,2010
S.Nicholas,00-0025496,no,ATL,,13,0,1,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.DeCoud,00-0026238,no,ATL,,18,2,1,0,54,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,2010
V.Walker,00-0026942,no,ATL,DE,6,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Lewis,00-0025572,no,ATL,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Jerry,00-0027000,no,ATL,,1,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Biermann,00-0026294,no,ATL,,4,0,1,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Abraham,00-0019546,no,ATL,,5,1,1,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Peters,00-0027686,no,ATL,DT,7,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Lofton,00-0026177,no,ATL,,24,3,1,2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Coleman,00-0022218,no,ATL,,4,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Peterson,00-0012871,no,ATL,,19,2,2,1,36,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Weatherspoon,00-0027871,no,ATL,LB,8,0,0,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Grimes,00-0024183,no,ATL,DB,10,0,5,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Owens,00-0027062,no,ATL,,9,0,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Anderson,00-0025395,no,ATL,,6,1,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Robinson,00-0022735,no,ATL,,3,0,1,0,46,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Davis,00-0023562,no,ATL,,5,0,1,1,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Vick,00-0020245,no,PHI,,,,,,,2,3,9,3,-3,,,,,,,,,,,,,,,334,209,6,21,0,0,2760,,,,,,,,,,,,,,,,,,88,208,42,8,0,0,642,2010
K.Kolb,00-0025423,no,PHI,,,,,,,3,1,6,1,0,,,,,,,,,,,,,,,189,115,7,7,1,0,1197,,,,,,,,,,,,,,,,,,15,57,0,0,0,0,69,2010
J.Maclin,00-0026995,no,PHI,WR,,,,,,1,0,1,0,0,,,,,,,,,,22,22,0,1,0,,,,,,,,,,,,,17,17,0,3,0,409,223,61,10,0,0,844,3,36,0,0,0,0,36,2010
L.Weaver,00-0023063,yes,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
L.McCoy,00-0027029,no,PHI,RB,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,12,73,2,0,0,563,193,322,91,6,0,0,969,2010
B.Celek,00-0025549,no,PHI,TE,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,275,108,42,4,0,0,511,,,,,,,,2010
D.Jackson,00-0026189,no,PHI,WR,,,,,,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,144,193,65,19,1,531,328,42,6,0,0,1006,15,77,31,1,0,0,101,2010
M.McGlynn,00-0026249,no,PHI,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,,,,,,,,2010
E.Buckley,00-0024738,no,PHI,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,10,21,35,0,0,0,0,67,2010
J.Avant,00-0024324,no,PHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,3,49,1,1,0,534,,,,,,,,2010
D.Akers,00-0000108,no,PHI,,,,,,,,,,,,33,28,515,84,46,0,46,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Rocca,00-0024515,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,27,815,70,3060,,,,,,,,,,,,,,,,,,,,2010
E.Hobbs,00-0023519,no,PHI,,4,0,1,0,12,,,,,,,,,,,,,,,133,162,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Q.Mikell,00-0021512,no,PHI,,11,1,3,1,71,0,0,0,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Hanson,00-0021654,no,PHI,,5,0,1,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Sims,00-0024224,no,PHI,,6,1,0,2,47,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Bunkley,00-0024229,no,PHI,,3,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Allen,00-0027652,no,PHI,SS,5,1,3,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Samuel,00-0021956,no,PHI,,4,0,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Parker,00-0019986,no,PHI,,3,1,0,6,19,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Patterson,00-0023466,no,PHI,,8,0,0,2,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Cole,00-0023579,no,PHI,OLB,15,1,0,10,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Barnes,00-0025521,no,PHI,,2,0,0,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
O.Gaither,00-0024382,no,PHI,,2,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Coleman,00-0027835,no,PHI,FS,4,0,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Bradley,00-0025474,no,PHI,,11,0,0,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Rodgers,00-0023459,no,GB,QB,,,,,,1,1,4,1,-2,,,,,,,,,,,,,,,444,290,11,24,0,0,3621,,,,,,,,,,,,,,,,,,61,181,14,4,0,0,335,2010
R.Grant,00-0022984,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,0,0,0,0,45,2010
J.Kuhn,00-0022999,no,GB,RB,,,,,,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,11,15,2,0,0,97,84,109,12,4,0,0,281,2010
B.Jackson,00-0025450,no,GB,,,,,,,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,9,39,1,0,0,304,176,244,4,3,0,0,675,2010
J.Finley,00-0026231,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,13,21,1,0,0,301,,,,,,,,2010
J.Nelson,00-0026176,no,GB,WR,,,,,,3,1,3,1,3,,,,,,,,,,137,195,0,23,0,,,,,,,,,,,,,,,,,,309,90,42,2,0,0,562,,,,,,,,2010
D.Driver,00-0004541,no,GB,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,103,47,4,0,0,534,,,,,,,,2010
G.Jennings,00-0024267,no,GB,,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,222,69,9,0,0,1113,1,-1,0,0,0,0,-1,2010
J.Jones,00-0025465,no,GB,,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,109,47,4,0,0,628,,,,,,,,2010
T.Williams,00-0024061,no,GB,CB,7,1,5,1,47,0,1,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,109,213,0,39,0,,,,,,,,,,,,,,,2010
M.Crosby,00-0025580,no,GB,K,,,,,,,,,,,25,21,495,63,42,0,42,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Masthay,00-0026664,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,23,797,66,2918,,,,,,,,,,,,,,,,,,,,2010
B.Chillar,00-0022711,no,GB,,2,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Bush,00-0023918,no,GB,,1,0,0,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Barnett,00-0021990,no,GB,,5,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Woodson,00-0018227,no,GB,,15,4,2,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Matthews,00-0027002,no,GB,ILB,5,2,1,11.5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Collins,00-0023486,no,GB,,9,0,4,0,47,0,0,0,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Jones,00-0026946,no,GB,,12,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Raji,00-0026985,no,GB,,10,0,0,6.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
F.Zombo,00-0027442,no,GB,OLB,8,2,0,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Jenkins,00-0021706,no,GB,,5,0,0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Shields,00-0027440,no,GB,CB,4,0,2,0,23,,,,,,,,,,,,,,,148,216,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Burnett,00-0027676,no,GB,SS,2,0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Poppinga,00-0023559,no,GB,,6,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Pickett,00-0020515,no,GB,,8,0,0,1,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Hasselbeck,00-0007091,no,SEA,,,,,,,5,1,7,1,0,,,,,,,,,,,,,,,400,234,17,11,0,0,2632,,,,,,,,,,,,,,,,,,22,51,22,3,0,0,48,2010
J.Jones,00-0022840,no,SEA,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,15,0,0,0,51,56,122,0,0,0,0,219,2010
J.Forsett,00-0026373,no,SEA,RB,,,,,,,,,,,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,5,12,0,3,0,139,0,28,0,0,0,216,110,225,13,2,0,0,513,2010
L.Washington,00-0024332,no,SEA,,,,,,,1,1,3,1,0,,,,,,,,,,368,605,92,54,3,,,,,,,,,,,,,90,213,0,23,0,56,0,8,0,0,0,70,26,69,16,1,0,0,100,2010
J.Carlson,00-0026178,no,SEA,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,199,9,28,1,0,0,304,,,,,,,,2010
C.Morrah,00-0026963,no,SEA,,,,,,,,,,,,,,,,,,,,,52,56,0,4,0,,,,,,,,,,,,,,,,,,79,0,9,0,0,0,117,,,,,,,,2010
B.Obomanu,00-0024463,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,134,25,3,2,2,407,2,13,0,0,0,0,17,2010
M.Robinson,00-0024315,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,28,,,,,,,,,,,35,0,8,0,0,0,37,12,61,0,0,0,0,77,2010
D.Branch,00-0021192,no,SEA,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,171,54,6,0,0,748,,,,,,,,2010
D.Butler,00-0027063,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,100,34,4,0,0,366,2,6,0,0,0,0,6,2010
M.Williams,00-0023452,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,6,59,2,0,0,642,1,0,0,0,0,0,0,2010
O.Mare,00-0010373,no,SEA,,,,,,,,,,,,26,21,362,63,30,0,30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,27,794,76,3176,,,,,,,,,,,,,1,-9,0,0,0,0,-9,2010
J.Babineaux,00-0022409,no,SEA,,7,1,2,1.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Milloy,00-0011326,no,SEA,,27,2,0,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Jennings,00-0024246,no,SEA,,5,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Bryant,00-0026261,no,SEA,,2,1,0,1,16,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
W.Herring,00-0025548,no,SEA,,4,1,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Siavii,00-0022722,no,SEA,,6,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Mebane,00-0025472,no,SEA,DT,9,0,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Curry,00-0026981,no,SEA,,10,2,0,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Clemons,00-0021577,no,SEA,,14,1,0,10.5,33,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Davis,00-0027828,no,SEA,,1,0,0,1,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Hawthorne,00-0025999,no,SEA,,29,2,0,0,64,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Cole,00-0021684,no,SEA,,8,0,0,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Thomas,00-0027866,no,SEA,FS,9,1,4,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Trufant,00-0022046,no,SEA,,15,1,1,0,64,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Tatupu,00-0023480,no,SEA,,29,1,1,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Brock,00-0021340,no,SEA,,5,1,0,10,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Smith,00-0023436,no,SF,QB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,342,204,10,14,1,1,2370,,,,,,,,,,,,,,,,,,18,39,0,0,0,0,60,2010
Del.Walker,00-0024389,no,SF,TE,,,,,,1,0,1,0,0,,,,,,,,,,26,31,0,5,0,,,,,,,,,,,,,,,,,,174,0,26,0,0,0,304,2,15,0,0,0,0,15,2010
M.Norris,00-0020508,no,SF,,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,20,0,4,0,0,0,20,3,0,0,0,0,0,0,2010
F.Gore,00-0023500,no,SF,RB,,,,,,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,13,41,2,0,0,415,191,218,11,3,0,0,830,2010
V.Davis,00-0024221,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,204,55,7,1,1,911,,,,,,,,2010
D.Zeigler,00-0024687,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,9,0,0,0,98,,,,,,,,2010
J.Morgan,00-0026314,no,SF,,,,,,,0,0,1,0,0,,,,,,,,,,19,19,0,2,0,,,,,,,,,,,,,,,,,,382,27,40,2,0,0,647,2,17,0,0,0,0,17,2010
M.Crabtree,00-0026986,no,SF,WR,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,364,181,54,6,0,0,726,,,,,,,,2010
N.Byham,00-0027780,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,5,0,0,0,27,,,,,,,,2010
T.Ginn,00-0025396,no,SF,WR,,,,,,0,1,1,1,0,,,,,,,,,,257,357,0,44,0,,,,,,,,,,,,,130,238,78,24,1,134,37,11,1,0,0,156,2,11,0,0,0,0,11,2010
A.Davis,00-0027863,no,SF,OT,,,,,,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Nedney,00-0011970,no,SF,,,,,,,,,,,,13,11,268,33,17,0,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Lee,00-0022824,no,SF,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,32,850,85,3976,,,,,,,,,,,,,,,,,,,,2010
N.Clements,00-0020495,no,SF,,7,3,3,1,70,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Franklin,00-0022147,no,SF,,1,0,0,0,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Lawson,00-0024237,no,SF,,7,2,1,2.5,40,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Spencer,00-0022843,no,SF,,4,1,3,0.5,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Willis,00-0025398,no,SF,,23,2,0,4,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Goldson,00-0025513,no,SF,DB,15,0,1,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Smith,00-0020535,no,SF,,13,1,0,8.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
I.Sopoaga,00-0022863,no,SF,,8,0,0,1.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.LaBoy,00-0022894,no,SF,,6,1,0,5,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Lewis,00-0021185,no,SF,,3,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Spikes,00-0015474,no,SF,,23,0,3,0,73,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Haralson,00-0024354,no,SF,,13,0,0,4,26,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.McNabb,00-0011022,no,WAS,,,,,,,1,7,9,7,-27,,,,,,,,,,,,,,,422,245,14,13,2,0,3001,,,,,,,,,,,,,,,,,,28,113,0,0,0,0,147,2010
J.Bidwell,00-0001231,no,WAS,,,,,,,0,1,1,1,-12,,,,,,,,,,,,,,,,,,,,,,113,3,152,15,625,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
C.Portis,00-0021179,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,4,0,0,0,41,49,68,1,2,0,0,195,2010
L.Johnson,00-0021976,yes,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,0,0,0,2,2010
S.Moss,00-0020494,no,WAS,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,61,87,5,0,0,1009,5,2,0,0,0,0,-6,2010
C.Cooley,00-0022738,no,WAS,,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,58,70,3,1,1,758,,,,,,,,2010
M.Sellers,00-0014655,no,WAS,,,,,,,,,,,,,,,,,,,,,68,72,0,7,0,,,,,,,,,,,,,,,,,,188,0,19,0,1,1,218,3,2,0,0,0,0,2,2010
A.Armstrong,00-0026465,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,145,41,3,0,0,830,,,,,,,,2010
D.Hall,00-0022923,no,WAS,SS,29,2,6,0,64,0,0,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
G.Gano,00-0026858,no,WAS,K,,,,,,,,,,,28,20,436,60,27,0,27,0,27,,,,,,,,,,,,,24,1,42,4,141,,,,,,,,,,,,,,,,,,,,2010
D.Thomas,00-0026174,no,WAS,,,,,,,,,,,,,,,,,,,,,112,122,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Orakpo,00-0026989,no,WAS,OLB,19,1,0,8.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.McIntosh,00-0024250,no,WAS,,37,1,0,2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Alexander,00-0023259,no,WAS,LB,23,0,0,1.5,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Doughty,00-0024387,no,WAS,,33,0,0,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Fletcher,00-0005322,no,WAS,,47,3,1,2.5,82,0,0,0,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Carter,00-0020489,no,WAS,,18,1,0,2.5,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Haynesworth,00-0021149,no,WAS,,3,0,0,2.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Golston,00-0024410,no,WAS,DE,15,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Rogers,00-0023444,no,WAS,,11,1,2,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Landry,00-0025393,no,WAS,,19,1,1,1,66,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Kemoeatu,00-0020867,no,WAS,,10,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Buchanon,00-0021151,no,WAS,,8,2,1,0,34,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,,,,,,,,,,,,,,,2010
M.Barber,00-0023544,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,31,0,10,0,0,0,34,100,117,27,4,0,0,338,2010
T.Romo,00-0021678,no,DAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,213,148,7,11,0,0,1605,,,,,,,,,,,11,0,0,0,0,0,11,6,21,0,0,0,0,38,2010
